address,categories,city,country,name,reviews.rating,reviews.text
2131 Kalakaua Ave,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",Honolulu,US,Polynesian Plaza,3,"Hey, if you want a Hilton or even a Holiday Inn this may not be for you but if you want Waikiki on a hometown beach budget its a winner! Tucked in behind the big towers on the beach the reach the sky in altitude and price is Polynesian Plaza. An older place but comfy like your favorite couch is... More"
101 Travel Center Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Inns,Vacation Packages",Dublin,US,La Quinta Inn & Suites Dublin,4,"I have been spending 2-3 nights per month in Dublin. Wanted to try a different hotel this time and I was well pleased with this hotel. Convenient to Zaxby's and Cracker Barrell, the home is relatively new and in very good shape. An indoor pool and hot tub make it complete. Breakfast was the standard fare. Staff very attentive. Reasonable... More"
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,2,A good basic hotel. Certainly not luxurious but clean and fine for a one or two night stay if you don't want to spend a lot of money.
200 Eastlight Ct,"Travel & Transport,Hotels & Motels,Hotel",East Peoria,US,Fairfield Inn & Suites Peoria East,3,My grandparents stayed here and they said it was a nice hotel. They people at the front desk were nice and fast. They said the beds were very comfortable and the room was very clean. The only thing they did not like was that it was noisy (they guessed from the team that was staying there) and their juice machine... More
1888 Cumberland Falls Hwy,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels",Corbin,US,Country Inn and Suites By Carlson Corbin,5,My husband and I every year come to Corbin from Maryland for Independence Day celebrations. We stayed at Country inn and suites this year. We will definitely be staying here again. The staff was so nice and accommodating. The rooms were very clean as well as the pool. Always fresh coffee and cookies and a good breakfast every morning. It's... More
956 S 25th St W,"Hotels & Motels,Hotel",Billings,US,Residence Inn Billings,4,"The room was ready early so we checked in early. The staff met us at the front desk with a friendly smile and greeting. We were there for Wing Ding. They had a motorcycle washing area and a bucket of water with clean rags to use on each bike. They had a decent continental breakfast each morning and warm cookies...Thank you for your compliments, we are pleased to hear that your stay exceeded your expectations and that we could offer a friendly environment for your group. Thank you for your business."
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,5,"Good location, very comfortable."
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,2,The AC was extremely loud. Had to shut it off.
101 Travel Center Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Inns,Vacation Packages",Dublin,US,La Quinta Inn & Suites Dublin,4,"Very friendly staff, room was comfortable and quiet. Breakfast was terrible and housekeeping was acceptable, but not great. Due to staff being so friendly and comfort of room, I'd stay here again. There are several places to eat close by but downtown has some of the best restaurants in the area and worth the drive."
33 Deadwood St,"Casinos,Hotels,American Restaurants,Wedding Reception Locations & Services,Meeting & Event Planning Services",Deadwood,US,Martin Mason Hotel,5,"If you like the old west but all the modern conveniences, this is the place for you! We stayed in room 1, Sanderson. Absolutely loved it! Extremely comfortable bed, elegant decor and very clean. Blake and Melanie were excellent hosts. Really making my husband and I feel at home. Scones and coffee for breakfast were great! Highly recommend you stay... More"
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,3,"This is the second La Quinta that I've stayed in in the Fort Lauderdale area. This hotel is definitely superior to the La Quinta in Plantation (not the one on Peter's Road.) This one in Sunrise is cleaner, but still has some issues with very dirty guest room carpeting and drapes. Housekeeping is hit-or-miss sometimes the room is properly cleaned,... More"
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,5,"Had issues checking in but that was the fault of hotels.com. Hotel was well maintained, good WiFi, good breakfast, quiet. Only wish they would have had a fruit choice for breakfast! We would definitely stay at this property again."
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,Everyone employee was very friendly and wanted to ensure all of our needs were met during our stay hospitality at its best! The rooms and facilities were clean and brand new. We will utilize this hotel again!
1776 Mansfield Rd,"Travel,Bed & Breakfasts,Hotels & Motels,Lodging,B&bs / Inns",Georgetown,US,Mansfield Plantation Inc,5,"Mansfield Plantation is one of the nicest places we have stayed at while on vacation. Kathryn was an amazing hostess who cooked phenomenal breakfast and she was very helpful with questions we had about the area. The setting is peaceful and quiet. A great place to take a book, lay in the hammock, and read all day. They have bikes... More"
10 Calle Y Avenida Circunvalacion,"Hotel,Hotels",Annapolis,US,Hilton Princess San Pedro Sula,5,"We stayed here twice, at beginning before Roatan as well as at the end of trip! Staff is wonderful, friendly, and very professional. Hotel is clean and well appointed and the rooms are great! The pool area is great and perfect for families or couples! The shuttle to/from Airport is great as well. Definitely recommend and would stay again!"
101 Travel Center Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Inns,Vacation Packages",Dublin,US,La Quinta Inn & Suites Dublin,5,"We tried to get a room at another motel and they were full with several events in the nearby towns so we decided to give this one a try as the outside appearance was nice. We were not disappointed in the least. The staff was friendly, the rooms were clean and well stocked. The continental breakfast was most excellent. We... More"
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,4,"The staff was nice and friendly the room was clean, and the breakfast bar was a little scant but yum those fresh waffles. The pool was refreshing but there were no towels in the pool room and the hot tub was not running."
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,4,My only complaint is that the people the check in desk charged the wrong card couldnt reverse the charges. Maybe they should train their staff on the software.
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,4,"Nice place. Seemed like an upscale feel in the room. Some of the hotel felt outdated, but not distasteful Cars were parked on curbs. It was overall nice. I would definitely stay there again."
2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,Pelican Shores Inn,9.2,"No one said anything about the continental breakfast/coffee when we checked in.....we stayed 2 nights and didn't realize that it was available to us until the morning we checked out! Beautiful location. Friendly, courteous young staff. Clean nice sized room. Lovely outside deck."
2906 Pleasant Valley Blvd,"Hotels & Motels,Lodging,Budget Hotels,Business Hotels,Family-Friendly Hotels",Altoona,US,Econo Lodge,3,"We paid double the next night for an equivalent room at a large chain which did not have as god wifi and was not more comfortable. Place is old, but clean and well maintained. Breakfast was minimal, but for the price what more could you want"
101 Travel Center Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Inns,Vacation Packages",Dublin,US,La Quinta Inn & Suites Dublin,5,"From the desk personnel to the housekeeping staff to the lady who handled the breakfast buffet, it appeared that the entire staff got along well w/each other were extremely friendly helpful to guests. Our room was clean neat although on the interstate side, very quiet. The breakfast was wonderful!!! Most anything you could ask for was... More"
16530 Northcross Dr,Hotels,Huntersville,US,Candlewood Suites Huntersville,4,We enjoyed our stay. We had to switch rooms due to the couch bed being broken but there was no problems. The 2nd shift girl was very preoccupied with her phone the male guests.
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,1,"This property needs a complete make over. The rugs are stained and smell. The rooms are outdated, dark and dank. This is are first and last time here. Such a huge disappointment There are so many other cape properties to choose from"
301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,Cambria Hotel & Suites,5,I stayed here for an interview and I was very happy with my experience. Check in was quick and the parking garage on the ground floor has an elevator that goes straight to your floor (especially nice when it's cold out). The lobby is spacious with plenty of seating and they have a restaurant and bar. The king bed suite... More
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Stay as high as you can as this hotel has 6 floors. Pool is very nice and quiet with a gated walk out area. Since its on the river, it's a nice extension to your swimming adventure if you do that. Restaurant is very nice, we have eaten there more than 1 time, very eclectic menu. We had great service... More"
